node_id	pr_value
663930	3.314549106259706e-05
482708	1.8085122770137e-05
1034017	1.0544515725486386e-05
663559	9.36965816492962e-06
357530	8.767651905708102e-06
1120567	8.647645144027954e-06
663605	8.357832018867265e-06
663682	7.033568440498642e-06
1108860	6.804997620074573e-06
664788	6.734292672091423e-06
