source,target
103,206
103,204
103,205
103,9048
103,7624
103,91606
103,172069
103,1215522
103,1896
103,20212
103,76546
103,95468
103,74568
287,192
287,12052
287,19119
287,819
287,1283
287,5294
287,17288
287,1267329
287,4724
287,66743
287,1461
287,17397
287,17398
287,578
287,2040755
287,57756
287,2040756
19119,26887
19119,40266
19119,44560
19119,1548355
19119,1548356
19119,1548357
1169636,1278363
1169636,150193
1169636,2400366
71538,437100
71538,33260
71538,81663
71538,41345
71538,46362
71538,23680
1021364,553222
12898,35219
12898,7879
2770645,1881494
2770645,229164
1881494,229164
11770,11813
11770,15406
11770,14692
11770,8944
11770,14999
11770,2476121
11770,2291380
11770,511
11770,33054
11770,515
11770,349
11770,40223
11770,10828
11770,4955
11770,11357
11770,113
11770,55949
11770,30137
11770,2636
11770,1077703
11770,3027
11770,131120
11770,6856
11770,11065
11770,15411
515,36190
515,44712
515,2056726
515,103829
515,349
515,66776
515,40389
515,5699
515,707
515,26485
515,54812
349,689
349,8258
349,12021
349,18248
349,59219
349,15675
349,9825
349,1115103
349,4173
349,1137
349,8891
349,12852
349,3800
349,1769
349,205
349,4512
349,3084
349,3087
349,8349
349,15854
4,3799
4,130
4,2
4,6
4,2165
4,26860
4,3
4,14837
4,518
4,10594
4,40176
4,4301
4,10930
4,2140901
4,33185
4,17244
3799,130
3799,2
3799,3
3799,437100
3799,33260
3799,15152
3799,52057
3799,1897169
3799,1897170
3799,33185
3799,670
3799,45042
3799,553721
3799,1789239
130,33185
130,6
130,17244
130,2
130,3
130,10930
130,2140901
130,1164
130,3999
130,4000
130,4173
130,5049
130,10774
33185,14464
33185,92876
33185,12446
33185,11281
33185,2
33185,3
33185,937
33185,8223
33185,11857
101378,19968
19968,2106
19968,138248
19968,3380
19968,4800
19968,83812
102429,19707
102429,100659
102429,1262735
102429,113
102429,55949
102429,30137
102429,44762
102429,62923
102429,100476
102429,15234
102429,1552521
102429,7229
102429,1208
102429,45380
102429,4173
102429,1038
102429,15854
102429,12840
102429,6930
102429,349
102429,1006721
102429,11483
102429,45230
102429,56444
102429,1158
102429,3087
102429,3092
928545,1645418
928545,1161962
928545,57446
928545,215486
1645418,1161962
1161962,57446
1161962,215486
6968,505710
6968,1587566
6968,3894
6968,3895
6968,17142
6968,28745
6968,39923
6968,7229
6968,231664
6968,71450
6968,15838
6968,231713
6968,145112
6968,6431
6968,9546
6968,7248
17142,11856
17142,52565
17142,5294
17142,17288
17142,1267329
69597,12659
69597,19546
69597,85097
69597,96746
69597,2240369
69597,82280
69597,40092
85097,96746
1005788,1076915
1005788,162339
1076915,162339
162339,21049
69899,13636
69899,962225
69899,95038
69899,1145099
13636,475512
11076,49827
11076,13242
11076,10872
11076,52951
11076,15899
11076,13472
11076,97260
11076,1041277
11076,1041278
11076,1041279
11076,1230
11076,20493
11076,1062
49827,131
49827,107515
49827,77018
49827,1037398
49827,1722123
3999,4000
1222952,1748
1222952,1749
1748,64825
1748,149589
1748,2372
1748,143240
1748,97772
1748,15417
1748,16927
1748,41071
1748,1749
1748,12147
1748,13784
1748,12149
1748,112219
1748,112217
1748,77120
1748,53862
1748,16478
1748,160172
1748,1947
1748,62578
1748,993162
1749,8258
1749,60438
1749,1226824
1749,1947
1749,62578
1749,993162
1159,1160
1159,94792
1159,1181353
1159,131273
1159,70569
1160,510
1160,85
1160,44999
1160,776
1160,67773
1160,3223
1160,16828
1160,103
148251,4959
148251,32312
148251,78707
148251,119350
148251,7542
148251,66793
148251,55794
148251,1468163
148251,1330099
4959,5676
4959,5682
4959,2369
4959,14812
4959,106179
4959,78934
4959,4958
4959,4765
4959,3784
4959,32915
4959,32312
4959,20564
4959,24367
4959,27442
4959,5965
4959,39274
4959,6014
4959,5821
4959,4670
4959,12259
4959,27392
4959,27642
4959,22383
4959,120640
4959,1073982
4959,1381774
4959,3829
4959,1098404
4959,44556
4959,15135
4959,28626
4959,3614
4959,2352
4959,1061561
4959,1018937
4959,1122224
32312,3281
32312,24366
32312,1723378
32312,131329
32312,21229
32312,574037
32312,10268
32312,18177
32312,5443
